movies_id,id,year,exclude,film,lead studio,rotten tomatoes,audience score,story,genre,number of theatres in opening weekend us,box office average per cinema,domestic gross,foreign gross,worldwide gross,budget,profit,proftitability,opening weekend,oscar,bafta,source,column
movies-0000,1,201,,127 hours,independent,93.0,84,escape,adventure,916.0,0.002333,1.833e-05,4.24e-05,6.0729999999999996e-05,1.8e-05,4.273e-05,337.39%,2.6e-07,,,http://boxofficemojo.com/movies/?id=127hours.htm,
movies-0001,2,201,,a nightmare on elm street,warner bros.,13.0,40,monster force,horror,3332.0,0.009875,6.308e-05,5.259e-05,0.00011566,3.5e-05,8.065999999999999e-05,330.46%,3.29e-05,,,,
movies-0002,3,201,,alice in wonderland,disney,52.0,72,journey and return,adventure,3728.0,0.031143,0.00033419,0.0006902000000000001,0.00102439,0.0002,0.00082439,512.20%,0.00011609999999999999,,,,
movies-0003,4,201,,all about steve,independent,6.0,35,comedy,comedy,2251.0,0.004994,3.386e-05,6.26e-06,4.0130000000000004e-05,1.5e-05,2.5129999999999998e-05,267.53%,1.12e-05,,,http://www.the-numbers.com/movies/2009/abstv.php,
movies-0004,5,201,True,all good things,independent,33.0,64,the riddle,drama,2.0,,5.8e-07,6.2e-08,6.4e-07,2e-05,-1.936e-05,3.20%,3.7e-08,,,http://www.wikipedia.org,
movies-0005,6,201,,alpha and omega,crest,17.0,41,journey and return,animation,2625.0,0.003469,2.512e-05,4.8e-06,2.991e-05,2e-05,9.91e-06,149.55%,9.1e-06,,,,
movies-0006,7,201,True,barry munday,independent,43.0,43,maturation,comedy,,,,,,,0.0,,,,,,
movies-0007,8,201,,black swan,fox,88.0,86,wretched excess,drama,959.0,0.008742,0.00010695,0.00022244,0.00032939,1.3e-05,0.00031639,2533.77%,8.380000000000001e-06,best actress,,,
movies-0008,9,201,,brooklyn's finest,independent,42.0,47,temptation,action,1936.0,0.006896,2.72e-05,9.15e-06,3.631e-05,1.7e-05,1.931e-05,213.59%,1.34e-05,,,http://boxofficemojo.com/movies,
movies-0009,10,201,,buried,independent,86.0,63,escape,drama,11.0,0.009115,1.04e-06,1.733e-05,1.838e-05,2e-06,1.638e-05,919.00%,1.03e-07,,,http://boxofficemojo.com/movies,
movies-0010,11,201,,burlesque,paramount,36.0,66,rags to riches,drama,3037.0,0.003934,3.824e-05,1.784e-05,5.608e-05,5.5e-05,1.08e-06,101.96%,1.1949999999999999e-05,,,http://boxofficemojo.com/movies/?id=burlesque.htm,
movies-0011,12,201,,case 39,independent,23.0,42,monster force,horror,2211.0,0.00242,1.326e-05,1.493e-05,2.8190000000000003e-05,2.6e-05,2.1899999999999998e-06,108.42%,5.4e-06,,,http://boxofficemojo.com/movies,
movies-0012,13,201,,cats & dogs: the revenge of kitty galore,independent,13.0,43,pursuit,action,3705.0,0.003314,4.359e-05,6.890000000000001e-05,0.00011248000000000001,8.5e-05,2.748e-05,132.33%,1.23e-05,,,http://boxofficemojo.com/movies,
movies-0013,14,201,,charlie st. cloud,universal,27.0,62,discovery,romance,2718.0,0.004555,3.116e-05,1.493e-05,4.609e-05,4.4e-05,2.09e-06,104.75%,1.24e-05,,,http://boxofficemojo.com/movies,
movies-0014,15,201,,city island,independent,81.0,77,transformation,comedy,2.0,,6.67e-06,1.19e-06,7.860000000000001e-06,6e-06,1.8600000000000002e-06,131.00%,3.2e-08,,,http://boxofficemojo.com/movies,
movies-0015,16,201,,clash of the titans,warner bros.,28.0,48,quest,action,3777.0,0.016213,0.00016321,0.00033,0.00049321,0.000125,0.00036821,394.57%,6.12e-05,,,http://boxofficemojo.com/movies,
movies-0016,17,201,True,conviction,independent,68.0,71,rescue,biography,672.0,0.002424,6.79e-06,2.92e-06,9.71e-06,1.25e-05,-2.79e-06,77.68%,1.6200000000000002e-06,,,http://boxofficemojo.com/movies,
movies-0017,18,201,True,cop out,warner bros.,19.0,45,the riddle,action,3150.0,0.005781,4.4880000000000004e-05,1.064e-05,5.5520000000000004e-05,3e-05,2.552e-05,185.07%,1.821e-05,,,http://boxofficemojo.com/movies,
movies-0018,19,201,True,country strong,sony,20.0,56,rags to riches,drama,1424.0,0.005145,2.021e-05,3.1e-07,2.052e-05,1.5e-05,5.52e-06,136.80%,7.33e-06,,,,
movies-0019,20,201,,cyrus,independent,80.0,51,rivalry,comedy,4.0,0.045429,7.47e-06,2.4500000000000003e-06,9.92e-06,7e-06,2.92e-06,141.71%,1.8e-07,,,http://boxofficemojo.com/movies,
movies-0020,21,201,,date night,fox,66.0,58,pursuit,comedy,3374.0,0.007471,9.871e-05,5.3549999999999994e-05,0.00015225999999999998,5.5e-05,9.726e-05,276.84%,2.52e-05,,,http://boxofficemojo.com/movies,
movies-0021,22,201,,daybreakers,lionsgate,67.0,50,discovery,action,2523.0,0.006003,3.01e-05,2.1309999999999998e-05,5.142e-05,2e-05,3.142e-05,257.10%,1.51e-05,,,,
movies-0022,23,201,,dear john,sony,29.0,66,love,drama,2969.0,0.010262,8.001e-05,3.4960000000000004e-05,0.00011498,2.5e-05,8.998e-05,459.92%,3.0399999999999997e-05,,,,
movies-0023,24,201,,death at a funeral,independent,40.0,48,comedy,comedy,2459.0,0.006595,4.274e-05,6.31e-06,4.905e-05,2.1e-05,2.805e-05,233.57%,1.62e-05,,,,
movies-0024,25,201,,despicable me,universal,81.0,81,maturation,animation,3476.0,0.016225,0.00025138,0.0002905,0.00054188,6.9e-05,0.00047288,785.33%,5.6399999999999995e-05,,,,
movies-0025,26,201,,devil,independent,52.0,45,monster force,horror,2809.0,0.004375,3.3600000000000004e-05,2.323e-05,5.6829999999999996e-05,1e-05,4.683e-05,568.30%,1.23e-05,,,,
movies-0026,27,201,,diary of a wimpy kid,independent,53.0,49,underdog,comedy,3077.0,0.007191,6.4e-05,1.17e-05,7.57e-05,1.5e-05,6.0700000000000005e-05,504.67%,2.2100000000000002e-05,,,,
movies-0027,28,201,,dinner for schmucks,paramount,43.0,47,comedy,comedy,2911.0,0.008082,7.303e-05,1.338e-05,8.641e-05,6.9e-05,1.741e-05,125.23%,2.35e-05,,,,
movies-0028,29,201,,due date,warner bros.,40.0,56,comedy,comedy,3355.0,0.009743,9.965000000000001e-05,0.0001009,0.00020055000000000002,5e-05,0.00015055,401.10%,3.269e-05,,,http://boxofficemojo.com/movies/?id=duedate.htm,
movies-0029,30,201,,easy a,sony,85.0,75,maturation,comedy,2856.0,0.006209,5.8399999999999997e-05,1.524e-05,7.364e-05,8e-06,6.564e-05,920.50%,1.77e-05,,,,
movies-0030,31,201,,eat pray love,sony,36.0,46,journey and return,drama,3082.0,0.007497,8.057e-05,0.00012391,0.00020448,6e-05,0.00014448,340.80%,2.3100000000000002e-05,,,,
movies-0031,32,201,,edge of darkness,warner bros.,55.0,56,revenge,crime,3066.0,0.005615,4.3310000000000004e-05,3.7810000000000006e-05,8.112000000000001e-05,8e-05,1.12e-06,101.40%,1.7199999999999998e-05,,,,
movies-0032,33,201,,extraordinary measures,cbs,27.0,55,underdog,drama,2549.0,0.002359,1.207e-05,3.07e-06,1.513e-05,3.1e-05,-1.587e-05,48.81%,6e-06,,,,
movies-0033,34,201,,faster,cbs,41.0,50,revenge,action,2454.0,0.003873,2.294e-05,1.9699999999999998e-06,2.491e-05,2.4e-05,9.100000000000001e-07,103.79%,8.52e-06,,,,
movies-0034,35,201,True,for colored girls,independent,33.0,73,discovery,drama,2127.0,0.009167,3.769e-05,1.732e-05,3.77e-05,2.1e-05,1.67e-05,179.52%,1.95e-05,,,,
movies-0035,36,201,,from paris with love,independent,38.0,57,pursuit,action,2722.0,0.002997,2.408e-05,2.872e-05,5.2799999999999996e-05,5.2e-05,8.000000000000001e-07,101.54%,8.2e-06,,,,
movies-0036,37,201,,furry vengeance,summit,8.0,36,comedy,comedy,2997.0,0.002211,1.763e-05,1.834e-05,3.5969999999999996e-05,3.5e-05,9.7e-07,102.77%,6.5999999999999995e-06,,,,
movies-0037,38,201,,get him to the greek,universal,73.0,63,comedy,comedy,2697.0,0.006515,6.097e-05,3.042e-05,9.139e-05,4e-05,5.139e-05,228.48%,1.76e-05,,,,
movies-0038,39,201,,going the distance,warner bros.,53.0,56,love,comedy,3030.0,0.002272,1.7800000000000002e-05,2.425e-05,4.205e-05,3.2e-05,1.005e-05,131.41%,6.9e-06,,,,
movies-0039,40,201,,green zone,universal,53.0,60,quest,action,3003.0,0.004765,3.505e-05,5.982e-05,9.488e-05,0.0001,-5.12e-06,94.88%,1.43e-05,,,,
movies-0040,41,201,True,greenberg,independent,75.0,40,transformation,comedy,3.0,0.039384,4.23e-06,1.92e-06,6.15e-06,,6.15e-06,,1.1e-07,,,,
movies-0041,42,201,,grown ups,independent,10.0,59,comedy,comedy,3534.0,0.011462,0.0001619,0.0001055,0.0002674,8e-05,0.0001874,334.25%,4.05e-05,,,,
movies-0042,43,201,,gulliver's travels,fox,21.0,31,journey and return,comedy,2546.0,0.002477,4.2e-05,0.000194,0.00023738,0.000112,0.00012538,211.95%,6.3e-06,,,,
movies-0043,44,201,True,hachiko: a dog's story,independent,58.0,85,sacrifice,drama,,,0.0,4.026e-05,4.026e-05,1.6e-05,2.426e-05,251.63%,1.8e-05,,,,
movies-0044,45,201,,harry potter and the deathly hallows part 1,warner bros.,79.0,87,quest,adventure,4125.0,0.030307,0.000295,0.00066,0.00095541,0.000125,0.00083041,764.33%,0.000125,,,http://boxofficemojo.com/movies,
movies-0045,46,201,,hot tub time machine,mgm,64.0,57,journey and return,adventure,2754.0,0.005091,5.029e-05,1.413e-05,6.442e-05,3.6e-05,2.8420000000000002e-05,178.94%,1.4e-05,,,,
movies-0046,47,201,,how to train your dragon,paramount,98.0,90,underdog,animation,4055.0,0.010785,0.00021758000000000001,0.0002773,0.00049488,0.000165,0.00032988,299.93%,4.3700000000000005e-05,,,,
movies-0047,48,201,,i love you phillip morris,independent,71.0,57,love,comedy,100.0,,1.44e-06,1.866e-05,2.01e-05,1.5e-05,5.0999999999999995e-06,134.00%,1.1e-07,,,,
movies-0048,49,201,True,i'm still here,independent,52.0,38,comedy,comedy,120.0,,4.1e-07,1.4e-07,5.5e-07,,5.5e-07,,9.700000000000001e-08,,,,
movies-0049,50,201,,inception,warner bros.,86.0,93,journey and return,action,3792.0,0.016557,0.00029257999999999997,0.000531,0.0008235800000000001,0.00016,0.0006635800000000001,514.74%,6.28e-05,,,,
movies-0050,51,201,,iron man 2,paramount,74.0,80,rivalry,action,4380.0,0.029252,0.00031243,0.00030962,0.0006221,0.0002,0.0004221,311.05%,0.0001281,,,,
movies-0051,52,201,,jackass 3-d,paramount,63.0,72,comedy,documentary,3081.0,0.016343,0.00011719,5.2759999999999996e-05,0.00016994999999999998,2e-05,0.00014994999999999999,849.75%,5.04e-05,,,,
movies-0052,53,201,,jonah hex,warner bros.,13.0,24,revenge,action,2825.0,0.001904,1.055e-05,3.6e-07,1.09e-05,4.7e-05,-3.61e-05,23.19%,5.4e-06,,,,
movies-0053,54,201,True,just wright,fox,45.0,58,love,comedy,1831.0,0.004525,2.154e-05,2.9e-08,2.1570000000000002e-05,1.2e-05,9.57e-06,179.75%,8.3e-06,,,http://forum.blu-ray.com/movies/141938-just-wright-review-thread-use-spoiler-tags.html. *nb unofficial budget figure - see links for sources,http://www.shadowandact.com/?p=23430
movies-0054,55,201,,kick-ass,independent,76.0,83,rivalry,action,3065.0,0.006469,4.807e-05,4.8060000000000004e-05,9.612999999999999e-05,3e-05,6.612999999999999e-05,320.43%,1.98e-05,,,,
movies-0055,56,201,,killers,lionsgate,11.0,45,love,action,2859.0,0.005539,4.706e-05,4.634e-05,9.340000000000001e-05,7.5e-05,1.84e-05,124.53%,1.58e-05,,,,
movies-0056,57,201,,knight and day,fox,53.0,52,pursuit,action,3098.0,0.006501,7.642e-05,0.00018526,0.00026168000000000003,0.000117,0.00014468,223.66%,2.02e-05,,,,
movies-0057,58,201,True,knucklehead,wwe studios,10.0,35,comedy,comedy,,,,,,,0.0,,,,,,
movies-0058,59,201,,leap year,universal,21.0,49,love,comedy,2511.0,0.003665,2.59e-05,6.69e-06,3.261e-05,1.9e-05,1.361e-05,171.63%,9.2e-06,,,,
movies-0059,60,201,,legend of the guardians: the owls of ga'hoole,warner bros.,51.0,65,rivalry,animation,3575.0,0.004507,5.564e-05,8.426000000000001e-05,0.0001399,8e-05,5.99e-05,174.88%,1.6100000000000002e-05,,,,
movies-0060,61,201,,legion,independent,19.0,36,monster force,action,2476.0,0.007069,4.017e-05,2.774e-05,6.790999999999999e-05,2.6e-05,4.191e-05,261.19%,1.75e-05,,,,
movies-0061,62,201,,letters to juliet,summit,40.0,62,love,comedy,2968.0,0.004562,5.303e-05,2.615e-05,7.918000000000001e-05,3e-05,4.918e-05,263.93%,1.35e-05,,,,
movies-0062,63,201,,life as we know it,independent,28.0,62,love,comedy,3150.0,0.004605,5.313e-05,4.303e-05,9.616e-05,3.8e-05,5.816e-05,253.05%,1.45e-05,,,,
movies-0063,64,201,,little fockers,independent,9.0,40,comedy,comedy,3536.0,0.00872,0.00012369,0.00010901,0.0002327,0.0001,0.0001327,232.70%,3.083e-05,,,,
movies-0064,65,201,,love & other drugs,fox,48.0,55,love,comedy,2455.0,0.003967,3.168e-05,2.285e-05,5.453e-05,3e-05,2.453e-05,181.77%,9.74e-06,,,,
movies-0065,66,201,,macgruber,independent,47.0,33,comedy,action,2551.0,0.001585,8.53e-06,8.000000000000001e-07,9.32e-06,1e-05,-6.800000000000001e-07,93.20%,4e-06,,,,
movies-0066,67,201,,machete,independent,73.0,66,revenge,action,2670.0,0.004276,2.659e-05,1.5550000000000002e-05,4.215e-05,2e-05,2.215e-05,210.75%,1.1e-05,,,,
movies-0067,68,201,,marmaduke,fox,9.0,46,rivalry,comedy,3213.0,0.00361,3.364e-05,4.9710000000000003e-05,8.336e-05,5e-05,3.336e-05,166.72%,1.1599999999999999e-05,,,,
movies-0068,69,201,,megamind,paramount,72.0,73,transformation,animation,3944.0,0.009743,0.00014466999999999998,0.00017346,0.00032188,0.00013,0.00019187999999999999,247.60%,4.602e-05,,,,
movies-0069,70,201,True,morning glory,independent,54.0,54,comedy,comedy,2518.0,0.003655,3.101e-05,2.778e-05,5.878e-05,4e-05,1.878e-05,146.95%,9.2e-06,,,,
movies-0070,71,201,,mother and child,independent,79.0,61,transformation,drama,4.0,,1.1100000000000002e-06,3.7599999999999996e-06,4.87e-06,7e-06,-2.13e-06,69.57%,4.3e-07,,,,
movies-0071,72,201,True,my soul to take,relativity media,9.0,29,monster force,horror,2572.0,0.004605,1.474e-05,5.0899999999999995e-06,1.9829999999999998e-05,2.5e-05,-5.17e-06,79.32%,6.8e-06,,,,
movies-0072,73,201,,nanny mcphee returns,universal,77.0,54,comedy,comedy,2784.0,0.00302,2.9010000000000002e-05,6.423e-05,9.325e-05,3.5e-05,5.825e-05,266.43%,8.400000000000001e-06,,,,
movies-0073,74,201,True,never let me go,independent,70.0,70,tragedy,drama,4.0,,2.43e-06,7.2999999999999996e-06,9.45e-06,1.5e-05,-5.55e-06,63.00%,1.1e-07,,,,
movies-0074,75,201,True,our family wedding,independent,14.0,49,love,comedy,1605.0,0.004754,2.0260000000000003e-05,1.1100000000000002e-06,2.136e-05,,2.136e-05,,7.599999999999999e-06,,,,
movies-0075,76,201,,paranormal activity 2,paramount,59.0,51,monster force,horror,3216.0,0.012649,8.475e-05,9.275e-05,0.00017751,3e-06,0.00017450999999999998,5917.00%,4.067e-05,,,http://boxofficemojo.com/movies/?id=paranormalactivity2.htm,
movies-0076,77,201,,percy jackson & the olympians: the lightning thief,fox,50.0,57,rivalry,action,3356.0,0.009308,8.876999999999999e-05,0.00013773,0.0002265,9.5e-05,0.0001315,238.42%,3.12e-05,,,,
movies-0077,78,201,,piranha 3-d,the weinstein company,74.0,45,monster force,comedy,2470.0,0.004092,2.5e-05,5.478e-05,7.978e-05,2.4e-05,5.578e-05,332.42%,1.01e-05,,,http://www.the-numbers.com/movies/2009/abstv.php,
movies-0078,79,201,True,please give,sony,88.0,62,comedy,comedy,,,4.03e-06,2.3000000000000002e-07,4.26e-06,3e-06,1.26e-06,142.00%,1.0000000000000001e-07,,,,
movies-0079,80,201,,predators,fox,64.0,52,monster force,action,2669.0,0.009277,5.2e-05,7.473999999999999e-05,0.00012674,4e-05,8.674e-05,316.85%,2.48e-05,,,,
movies-0080,81,201,,prince of persia: the sands of time,disney,36.0,71,rivalry,action,3646.0,0.003646,9.076e-05,0.00024439,0.00033515,0.0002,0.00013515,167.58%,3e-05,,,,
movies-0081,82,201,,red,summit,71.0,72,rivalry,action,3255.0,0.006686,8.984000000000001e-05,7.458e-05,0.00016441999999999997,5.8e-05,0.00010642,283.48%,2.18e-05,,,,
movies-0082,83,201,,remember me,summit,28.0,70,love,drama,2212.0,0.003657,1.907e-05,3.679e-05,5.585e-05,1.6e-05,3.985e-05,349.06%,8e-06,,,,
movies-0083,84,201,,repo men,universal,22.0,43,rescue,action,2521.0,0.00243,1.3789999999999998e-05,4.62e-06,1.841e-05,3.2e-05,-1.359e-05,57.53%,6.1e-06,,,,
movies-0084,85,201,,resident evil: afterlife,highlight communications,24.0,53,monster force,action,3203.0,0.00832,6.013e-05,0.00023609,0.00029622000000000003,6e-05,0.00023622,493.70%,2.67e-05,,,,
movies-0085,86,201,,robin hood,universal,42.0,59,rivalry,action,3503.0,0.010295,0.00010527,0.0002164,0.00032167000000000003,0.0002,0.00012167,160.84%,3.6e-05,,,,
movies-0086,87,201,,salt,sony,62.0,62,revenge,action,3612.0,0.00997,0.00011831,0.00017519,0.0002935,0.00011,0.0001835,266.82%,3.6e-05,,,,
movies-0087,88,201,,saw 3-d,independent,10.0,47,escape,crime,2808.0,0.008024,4.571e-05,7.68e-05,0.00012251000000000002,2e-05,0.00010251,612.55%,2.2530000000000003e-05,,,,
movies-0088,89,201,,scott pilgrim vs. the world,universal,81.0,83,underdog,action,2818.0,0.003765,3.1519999999999996e-05,1.605e-05,4.7579999999999995e-05,6e-05,-1.242e-05,79.30%,1.06e-05,,,,
movies-0089,90,201,,sex and the city 2,warner bros.,15.0,49,love,comedy,3445.0,0.003445,9.535e-05,0.000193,0.00028835000000000004,0.0001,0.00018835,288.35%,3.1e-05,,,,
movies-0090,91,201,,she's out of my league,paramount,57.0,60,love,comedy,2956.0,0.003307,3.201e-05,1.6800000000000002e-05,4.881e-05,2e-05,2.881e-05,244.05%,9.800000000000001e-06,,,,
movies-0091,92,201,,shrek forever after,paramount,57.0,64,journey and return,animation,4359.0,0.016251,0.00023874,0.00051006,0.0007488,0.000165,0.0005838,453.82%,7.08e-05,,,,
movies-0092,93,201,,shutter island,paramount,68.0,73,the riddle,drama,2991.0,0.013729,0.00012801,0.00016679,0.0002948,8e-05,0.00021480000000000002,368.50%,4.1e-05,,,,
movies-0093,94,201,,skyline,independent,16.0,19,monster force,action,2880.0,0.00406,2.139e-05,3.387e-05,5.5259999999999996e-05,1e-05,4.526e-05,552.60%,1.169e-05,,,,
movies-0094,95,201,,solitary man,independent,81.0,47,wretched excess,comedy,4.0,0.023734,4.360000000000001e-06,7e-07,5.06e-06,1.5e-05,-9.94e-06,33.73%,9e-08,,,,
movies-0095,96,201,,step up 3d,summit,46.0,67,transformation,drama,2435.0,0.006494,4.24e-05,0.00011675,0.00015915,3e-05,0.00012915,530.50%,1.58e-05,,,http://www.the-numbers.com/movies/2009/abstv.php,
movies-0096,97,201,,stone,independent,49.0,20,rivalry,drama,6.0,0.012628,1.81e-06,6.59e-06,8.400000000000001e-06,2.2e-05,-1.36e-05,38.18%,7.5e-08,,,,
movies-0097,98,201,,takers,sony,27.0,57,rivalry,action,2206.0,0.009298,5.774e-05,1.042e-05,6.816e-05,3.2e-05,3.616e-05,213.00%,2.05e-05,,,,
movies-0098,99,201,,tangled,disney,89.0,88,love,animation,3603.0,0.013535,0.00017578,0.00017930000000000002,0.00035507999999999997,0.00026,9.508e-05,136.57%,4.877e-05,,,,
movies-0099,100,201,,the a-team,fox,47.0,71,pursuit,action,3535.0,0.007262,7.722e-05,9.981000000000001e-05,0.00017703,0.0001,7.703e-05,177.03%,2.5699999999999998e-05,,,,
movies-0100,101,201,,the american,universal,66.0,37,rivalry,crime,2823.0,0.004668,3.561e-05,1.039e-05,4.6e-05,2e-05,2.6e-05,230.00%,1.31e-05,,,,
movies-0101,102,201,,the back-up plan,cbs,20.0,47,love,comedy,3280.0,0.00372,3.749e-05,3.96e-05,7.709999999999999e-05,3.5e-05,4.21e-05,220.29%,1.22e-05,,,,
movies-0102,103,201,,the book of eli,independent,48.0,68,quest,action,3111.0,0.01054,9.484e-05,5.862e-05,0.00015345,8e-05,7.345e-05,191.81%,3.27e-05,,,,
movies-0103,104,201,,the bounty hunter,sony,7.0,41,rivalry,action,3074.0,0.006729,6.706e-05,6.926000000000001e-05,0.00013632,4e-05,9.632e-05,340.80%,2.07e-05,,,http://boxofficemojo.com/movies,
movies-0104,105,201,,the chronicles of narnia: the voyage of the dawn treader,fox,49.0,63,quest,adventure,3555.0,0.006752,0.000104,0.000311,0.00041568000000000003,0.000155,0.00026068,268.18%,2.4e-05,,,,
movies-0105,106,201,True,the company men,independent,66.0,56,discovery,drama,,,,,,,0.0,,,,,,
movies-0106,107,201,,the crazies,liberty starz,72.0,54,monster force,horror,2476.0,0.006489,3.912e-05,1.547e-05,5.4590000000000004e-05,2e-05,3.4590000000000006e-05,272.95%,1.607e-05,,,http://boxofficemojo.com/movies/?id=crazies.htm,
movies-0107,108,201,,the expendables,independent,40.0,58,pursuit,action,3270.0,0.01065,0.00010306999999999999,0.00017140000000000002,0.00027447,8.2e-05,0.00019247,334.72%,3.48e-05,,,,
movies-0108,109,201,,the fighter,paramount,91.0,88,underdog,drama,2503.0,0.004848,9.3e-05,3.5e-05,0.00012919,2.5e-05,0.00010419,516.76%,1.2e-05,"sup. actor, sup. actress",,,
movies-0109,110,201,,the ghost writer,independent,83.0,68,the riddle,mystery,4.0,,1.554e-05,4.4479999999999994e-05,6.0020000000000005e-05,4.5e-05,1.502e-05,133.38%,2e-06,,,,
movies-0110,111,201,,the greatest,independent,52.0,39,discovery,drama,,,1.1e-07,3e-07,4.1e-07,6e-06,-5.59e-06,6.83%,3e-07,,,,
movies-0111,112,201,,the joneses,independent,61.0,47,temptation,comedy,,,1.48e-06,4.9e-07,6.4100000000000005e-06,1e-05,-3.59e-06,64.10%,5.1e-07,,,http://www.imdb.com/title/tt1285309/,
movies-0112,113,201,,the karate kid,sony,66.0,75,underdog,action,3663.0,0.015197,0.00017659000000000002,0.00018253,0.00035913,4e-05,0.00031913,897.83%,5.5700000000000005e-05,,,,
movies-0113,114,201,,the kids are all right,independent,94.0,72,comedy,comedy,847.0,0.004162,2.081e-05,8.550000000000001e-06,2.9370000000000002e-05,4e-06,2.537e-05,734.25%,3.5e-06,,,,
movies-0114,115,201,,the killer inside me,independent,56.0,41,the riddle,crime,,,2.2e-07,3.36e-06,3.58e-06,1.3e-05,-9.42e-06,27.54%,1.11e-05,,,,
movies-0115,116,201,,the king's speech,independent,95.0,93,maturation,biography,700.0,0.006406,,,0.0002452,1.5e-05,0.00023019999999999998,1634.67%,4.4e-06,"best picture, director, actor, orig. screenplay",,,
movies-0116,117,201,,the last airbender,paramount,6.0,42,quest,action,3169.0,0.012725,0.00013177000000000002,0.00018735,0.00031912,0.00015,0.00016912,212.75%,4.03e-05,,,,
movies-0117,118,201,,the last exorcism,independent,73.0,32,monster force,drama,2874.0,0.007087,4.103e-05,2.542e-05,6.646e-05,1.8000000000000001e-06,6.466e-05,3692.22%,2.0399999999999998e-05,,,,
movies-0118,119,201,,the last song,disney,19.0,66,discovery,drama,2673.0,0.005989,6.295e-05,2.609e-05,8.904e-05,2e-05,6.904e-05,445.20%,1.6e-05,,,,
movies-0119,120,201,,the losers,warner bros.,47.0,55,revenge,action,2936.0,0.003204,2.359e-05,5.79e-06,2.938e-05,2.5e-05,4.3799999999999996e-06,117.52%,9.4e-06,,,,
movies-0120,121,201,,the next three days,lionsgate,51.0,66,rescue,crime,2564.0,0.002552,2.115e-05,2.0600000000000003e-05,4.175e-05,3e-05,1.175e-05,139.17%,6.54e-06,,,,
movies-0121,122,201,,the other guys,sony,78.0,57,comedy,action,3651.0,0.009735,0.00011922,5.1049999999999994e-05,0.00017027,0.0001,7.026999999999999e-05,170.27%,3.55e-05,,,,
movies-0122,123,201,,the runaways,independent,68.0,56,maturation,biography,244.0,0.0033,3.5699999999999997e-06,1.1100000000000002e-06,4.68e-06,1e-05,-5.32e-06,46.80%,8.000000000000001e-07,,,,
movies-0123,124,201,,the social network,sony,96.0,89,rags to riches,biography,2771.0,0.0081,9.408e-05,0.00010551999999999999,0.0001996,5e-05,0.0001496,399.20%,2.24e-05,,,,
movies-0124,125,201,,the sorcerer's apprentice,disney,42.0,57,pursuit,action,3504.0,0.005028,6.315e-05,0.00015213,0.00021528,0.00015,6.528e-05,143.52%,1.76e-05,,,,
movies-0125,126,201,True,the spy next door,relativity media,13.0,46,rivalry,action,2924.0,0.003326,2.431e-05,1.927e-05,4.358e-05,,4.358e-05,,9.699999999999999e-06,,,,
movies-0126,127,201,,the switch,independent,52.0,44,comedy,comedy,2012.0,0.004193,2.778e-05,1.995e-05,4.773e-05,1.9e-05,2.873e-05,251.21%,8.400000000000001e-06,,,,
movies-0127,128,201,,the tourist,sony,20.0,44,,action,2756.0,0.005977,6.7e-05,0.00021,0.00027833999999999997,0.0001,0.00017834,278.34%,1.6e-05,,,,
movies-0128,129,201,,the town,warner bros.,94.0,83,rivalry,crime,2856.0,0.008322,9.218e-05,5.2369999999999995e-05,0.00014455000000000002,3.7e-05,0.00010755,390.68%,2.38e-05,,,,
movies-0129,130,201,,the twilight saga: eclipse,summit,50.0,74,monster force,drama,4468.0,0.01451,0.00030052999999999997,0.00039305,0.0006935800000000001,6.8e-05,0.00062558,1019.97%,6.48e-05,,,,
movies-0130,131,201,,the wolfman,universal,33.0,38,monster force,drama,3222.0,0.00977,6.198e-05,7.781e-05,0.00013979,0.00015,-1.021e-05,93.19%,3.15e-05,,,,
movies-0131,132,201,True,tooth fairy,fox,16.0,46,comedy,comedy,3344.0,0.00419,6.0020000000000005e-05,5.2340000000000004e-05,0.00011236,4.8e-05,6.436e-05,234.08%,1.4e-05,,,,
movies-0132,133,201,,toy story 3,disney,99.0,91,rescue,animation,4028.0,0.027385,0.000415,0.00064816,0.00106316,0.0002,0.00086316,531.58%,0.0001103,,,,
movies-0133,134,201,,tron: legacy,independent,50.0,67,fish out of water,action,3451.0,0.012578,0.00014821000000000002,0.00014319999999999998,0.00029141000000000003,0.00017,0.00012140999999999999,171.42%,4.4030000000000004e-05,,,,
movies-0134,135,201,,true grit,paramount,96.0,86,quest,action,3047.0,0.008149,0.000171,7.9e-05,0.00025093,3.8e-05,0.00021293,660.34%,2.4e-05,,,,
movies-0135,136,201,,unstoppable,fox,86.0,73,rescue,action,3207.0,0.007075,8.002e-05,6.6e-05,0.00014602000000000001,0.0001,4.602e-05,146.02%,2.269e-05,,,,
movies-0136,137,201,,valentine's day,warner bros.,17.0,54,love,comedy,3655.0,0.015351,0.00011049,0.000106,0.00021649,5.2e-05,0.00016449000000000002,416.33%,5.6200000000000004e-05,,,,
movies-0137,138,201,,vampires suck,independent,4.0,32,comedy,comedy,3233.0,0.003774,3.666e-05,4.332e-05,7.998e-05,2e-05,5.998e-05,399.90%,1.22e-05,,,,
movies-0138,139,201,,wall street: money never sleeps,independent,54.0,43,rivalry,drama,3565.0,0.005333,5.247e-05,7.816e-05,0.00013063,7e-05,6.063e-05,186.61%,1.9e-05,,,,
movies-0139,140,201,True,when in rome,disney,15.0,44,love,comedy,2456.0,0.005029,3.268e-05,1.0359999999999999e-05,4.304e-05,,4.304e-05,,1.23e-05,,,,
