movies_id,id,year,exclude,film,lead_studio,rotten_tomatoes,audience_score,story,genre,number_of_theatres_in_opening_weekend,box_office_average_per_cinema,domestic_gross,foreign_gross,worldwide_gross,budget,profit,proftitability,opening_weekend,oscar,bafta,source,column
movies-0630,631,200,,the lovely bones,paramount,32.0,57,tragedy,drama,2563.0,6635.0,44.0,48.3,92.3,65.0,27.3,1.42,17.0,,,http://www.the-numbers.com/movies/2009/lvbon.php,
movies-0631,632,200,,the men who stare at goats,independent,52.0,43,comedy,comedy,2443.0,5201.0,32.4,15.8,48.2,24.0,24.2,2.01,12.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0632,633,200,True,the pink panther 2,,12.0,47,comedy,adventure,3243.0,3573.0,41.6,34.2,75.9,59.0,16.9,1.29,11.6,,,http://www.freebase.com/view/en/the_pink_panther_2,
movies-0633,634,200,True,the princess and the frog,,84.0,72,metamorphosis,animation,3434.0,7050.0,104.3,143,247.3,105.0,142.3,2.36,24.2,,,http://www.the-numbers.com/movies/2009/frogp.php,
movies-0634,635,200,,the proposal,disney,43.0,74,love,comedy,3056.0,11004.0,164.0,150.7,314.7,40.0,274.7,7.87,33.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0635,636,200,,the road,the weinstein company,75.0,65,quest,adventure,111.0,13534.0,7.9,6.5,14.3,25.0,-10.7,0.57,1.5,,,http://boxofficemojo.com/movies/?id=road08.htm,
movies-0636,637,200,True,the soloist,,56.0,59,quest,drama,2024.0,4801.0,31.7,6.2,37.92,60.0,-22.08,0.63,9.7,,,http://www.the-numbers.com/movies/2009/solos.php,
movies-0637,638,200,True,the stepfather,,12.0,48,rescue,mystery,2734.0,4236.0,29.1,2.13,31.2,20.0,11.2,1.56,11.6,,,http://www.boxofficemojo.com/movies/?id=stepfather09.htm,
movies-0638,639,200,,the taking of pelham 1 2 3,sony,51.0,60,rescue,action,3074.0,7603.0,65.5,84.6,150.0,110.0,40.0,1.36,4.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0639,640,200,,the time traveler's wife,paramount,38.0,65,love,drama,2988.0,6233.0,40.6,37.6,79.7,39.0,40.7,2.04,18.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0640,641,200,,the twilight saga: new moon,summit,27.0,78,love,drama,4024.0,35497.0,293.8,410.3,704.2,50.0,654.2,14.08,142.8,,,http://boxofficemojo.com/movies/?id=newmoon.htm,
movies-0641,642,200,,the ugly truth,independent,14.0,68,love,comedy,2882.0,9579.0,88.9,116.4,205.3,38.0,167.3,5.4,27.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0642,643,200,,the unborn,relativity media,11.0,39,monster force,horror,2357.0,8405.0,35.9,40,76.5,16.0,60.5,4.78,19.8,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0643,644,200,True,the uninvited,,31.0,52,monster force,drama,2344.0,4405.0,28.6,14.1,42.7,,42.7,,10.3,,,http://www.the-numbers.com/movies/2009/unvit.php,
movies-0644,645,200,,transformers: revenge of the fallen,paramount,20.0,76,revenge,action,4234.0,25736.0,402.1,434.2,836.3,210.0,626.3,3.98,109.0,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0645,646,200,,underworld: rise of the lycans,sony,30.0,68,rivalry,action,2942.0,7080.0,37.0,50.8,91.1,35.0,56.1,2.6,20.8,,,http://boxofficemojo.com/movies/?id=underworld3.htm,
movies-0646,647,200,,up,disney,98.0,86,journey and return,animation,3766.0,18085.0,293.0,434,727.1,175.0,552.1,4.15,68.1,animated,animated,http://www.the-numbers.com/movies/2009/up.php,
movies-0647,648,200,,up in the air,paramount,90.0,76,maturation,drama,1895.0,5947.0,83.82,78.2,162.02,25.0,137.02,6.48,11.2,,adapted screenplay,http://boxofficemojo.com/movies/?id=upintheair.htm,
movies-0648,649,200,,watchmen,warner bros.,64.0,68,sacrifice,action,3611.0,15291.0,107.5,77.7,185.3,138.0,47.3,1.34,55.2,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0649,650,200,True,whatever works,,50.0,63,discovery,comedy,9.0,29574.0,5.3,23.7,29.0,15.0,14.0,1.93,0.26,,,http://en.wikipedia.org/wiki/whatever_works,
movies-0650,651,200,,where the wild things are,warner bros.,73.0,59,journey and return,adventure,3735.0,8754.0,63.4,16.3,85.3,100.0,-14.7,0.85,32.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0651,652,200,True,whip it,,84.0,73,maturation,drama,1721.0,2702.0,13.0,3,16.0,15.0,1.0,1.07,4.7,,,http://www.boxofficemojo.com/movies/?id=whipit.htm,
movies-0652,653,200,True,whiteout,,7.0,28,pursuit,action,2745.0,1791.0,10.3,1.9,12.2,35.0,-22.8,0.35,4.9,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0653,654,200,,x-men origins: wolverine,fox,37.0,72,revenge,action,4099.0,20751.0,179.9,193.2,373.1,150.0,223.1,2.49,85.1,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0654,655,200,True,year one,,14.0,31,quest,adventure,3022.0,6489.0,32.4,26.2,60.2,60.0,0.2,1,19.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0655,656,200,,zombieland,sony,90.0,87,monster force,action,3036.0,8147.0,49.2,42.5,93.3,23.6,69.7,3.95,24.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
